actor,movie,movie_year,role_sentence,role_size
Nicole Kidman,Stoker,2013,"In Stoker, Nicole Kidman had a large role.",large
Nicole Kidman,The Railway Man]],2013,"In The Railway Man]], Nicole Kidman had a large role.",large
Nicole Kidman,Before I Go to Sleep,2014,"In Before I Go to Sleep, Nicole Kidman had a large role.",large
Nicole Kidman,Grace of Monaco,2014,"In Grace of Monaco, Nicole Kidman had a large role.",large
Nicole Kidman,Paddington,2014,"In Paddington, Nicole Kidman had a large role.",large
Nicole Kidman,BMX Bandits,2015,"In BMX Bandits, Nicole Kidman had a large role.",large
Nicole Kidman,Monte Carlo,2015,"In Monte Carlo, Nicole Kidman had a large role.",large
Nicole Kidman,Queen of the Desert,2015,"In Queen of the Desert, Nicole Kidman had a large role.",large
Nicole Kidman,Secret in Their Eyes,2015,"In Secret in Their Eyes, Nicole Kidman had a large role.",large
Nicole Kidman,Strangerland,2015,"In Strangerland, Nicole Kidman had a large role.",large
Nicole Kidman,The Family Fang,2015,"In The Family Fang, Nicole Kidman had a large role.",large
Nicole Kidman,Trespass,2015,"In Trespass, Nicole Kidman had a large role.",large
Nicole Kidman,Genius,2016,"In Genius, Nicole Kidman had a large role.",large
Nicole Kidman,Lion,2016,"In Lion, Nicole Kidman had a large role.",large
Nicole Kidman,Great Performers: Horror Show,2017,"In Great Performers: Horror Show, Nicole Kidman had a large role.",large
Nicole Kidman,How to Talk to Girls at Parties,2017,"In How to Talk to Girls at Parties, Nicole Kidman had a large role.",large
Nicole Kidman,The Beguiled,2017,"In The Beguiled, Nicole Kidman had a large role.",large
Nicole Kidman,The Guardian Brothers,2017,"In The Guardian Brothers, Nicole Kidman had a large role.",large
Nicole Kidman,The Killing of a Sacred Deer,2017,"In The Killing of a Sacred Deer, Nicole Kidman had a large role.",large
Nicole Kidman,The Upside,2017,"In The Upside, Nicole Kidman had a large role.",large
Nicole Kidman,Aquaman,2018,"In Aquaman, Nicole Kidman had a large role.",large
Nicole Kidman,Boy Erased,2018,"In Boy Erased, Nicole Kidman had a large role.",large
Nicole Kidman,Destroyer,2018,"In Destroyer, Nicole Kidman had a large role.",large
Nicole Kidman,Bombshell,2019,"In Bombshell, Nicole Kidman had a large role.",large
Nicole Kidman,Being the Ricardos,2021,"In Being the Ricardos, Nicole Kidman had a large role.",large
Nicole Kidman,The Northman,2022,"In The Northman, Nicole Kidman had a large role.",large
Nicole Kidman,Aquaman and the Lost Kingdom,2023,"In Aquaman and the Lost Kingdom, Nicole Kidman had a large role.",large
Nicole Kidman,A Family Affair,2024,"In A Family Affair, Nicole Kidman had a large role.",large
Nicole Kidman,Babygirl,2024,"In Babygirl, Nicole Kidman had a large role.",large
Nicole Kidman,Spellbound,2024,"In Spellbound, Nicole Kidman had a large role.",large
Nicole Kidman,Holland,2025,"In Holland, Nicole Kidman had a large role.",large
Nicole Kidman,Practical Magic 2,2026,"In Practical Magic 2, Nicole Kidman had a large role.",large
Nicole Kidman,The Young People,2026,"In The Young People, Nicole Kidman had a large role.",large
Paul Rudd,Clueless,1995,"In Clueless, Paul Rudd had a large role.",large
Paul Rudd,Halloween: The Curse of Michael Myers,1995,"In Halloween: The Curse of Michael Myers, Paul Rudd had a large role.",large
Paul Rudd,Romeo + Juliet,1996,"In Romeo + Juliet, Paul Rudd had a large role.",large
Paul Rudd,Overnight Delivery,1998,"In Overnight Delivery, Paul Rudd had a large role.",large
Paul Rudd,The Object of My Affection,1998,"In The Object of My Affection, Paul Rudd had a large role.",large
Paul Rudd,200 Cigarettes,1999,"In 200 Cigarettes, Paul Rudd had a large role.",large
Paul Rudd,Gen-Y Cops,2000,"In Gen-Y Cops, Paul Rudd had a large role.",large
Paul Rudd,On the Edge,2001,"In On the Edge, Paul Rudd had a large role.",large
Paul Rudd,The Château,2001,"In The Château, Paul Rudd had a large role.",large
Paul Rudd,Wet Hot American Summer,2001,"In Wet Hot American Summer, Paul Rudd had a large role.",large
Paul Rudd,The Shape of Things,2003,"In The Shape of Things, Paul Rudd had a large role.",large
Paul Rudd,Anchorman: The Legend of Ron Burgundy,2004,"In Anchorman: The Legend of Ron Burgundy, Paul Rudd had a large role.",large
Paul Rudd,P.S.,2004,"In P.S., Paul Rudd had a large role.",large
Paul Rudd,"Wake Up, Ron Burgundy: The Lost Movie",2004,"In ""Wake Up, Ron Burgundy: The Lost Movie"", Paul Rudd had a large role.",large
Paul Rudd,"Tennis, Anyone...?",2005,"In ""Tennis, Anyone...?"", Paul Rudd had a large role.",large
Paul Rudd,The 40-Year-Old Virgin,2005,"In The 40-Year-Old Virgin, Paul Rudd had a large role.",large
Paul Rudd,The Baxter,2005,"In The Baxter, Paul Rudd had a large role.",large
Paul Rudd,Diggers,2006,"In Diggers, Paul Rudd had a large role.",large
Paul Rudd,The Oh in Ohio,2006,"In The Oh in Ohio, Paul Rudd had a large role.",large
Paul Rudd,I Could Never Be Your Woman,2007,"In I Could Never Be Your Woman, Paul Rudd had a large role.",large
Paul Rudd,Knocked Up,2007,"In Knocked Up, Paul Rudd had a large role.",large
Paul Rudd,Reno 911!: Miami,2007,"In Reno 911!: Miami, Paul Rudd had a large role.",large
Paul Rudd,Walk Hard: The Dewey Cox Story,2007,"In Walk Hard: The Dewey Cox Story, Paul Rudd had a large role.",large
Paul Rudd,Forgetting Sarah Marshall,2008,"In Forgetting Sarah Marshall, Paul Rudd had a large role.",large
Paul Rudd,Over Her Dead Body,2008,"In Over Her Dead Body, Paul Rudd had a large role.",large
Paul Rudd,Role Models,2008,"In Role Models, Paul Rudd had a large role.",large
Paul Rudd,"I Love You, Man",2009,"In ""I Love You, Man"", Paul Rudd had a large role.",large
Paul Rudd,Monsters vs. Aliens,2009,"In Monsters vs. Aliens, Paul Rudd had a large role.",large
Paul Rudd,Sesame Street: Being Green,2009,"In Sesame Street: Being Green, Paul Rudd had a large role.",large
Paul Rudd,Year One,2009,"In Year One, Paul Rudd had a large role.",large
Paul Rudd,Dinner for Schmucks,2010,"In Dinner for Schmucks, Paul Rudd had a large role.",large
Paul Rudd,How Do You Know,2010,"In How Do You Know, Paul Rudd had a large role.",large
Paul Rudd,Our Idiot Brother,2011,"In Our Idiot Brother, Paul Rudd had a large role.",large
Paul Rudd,This Is 40,2012,"In This Is 40, Paul Rudd had a large role.",large
Paul Rudd,Wanderlust,2012,"In Wanderlust, Paul Rudd had a large role.",large
Paul Rudd,Admission,2013,"In Admission, Paul Rudd had a large role.",large
Paul Rudd,All Is Bright,2013,"In All Is Bright, Paul Rudd had a large role.",large
Paul Rudd,Anchorman 2: The Legend Continues,2013,"In Anchorman 2: The Legend Continues, Paul Rudd had a large role.",large
Paul Rudd,Prince Avalanche,2013,"In Prince Avalanche, Paul Rudd had a large role.",large
Paul Rudd,This Is the End,2013,"In This Is the End, Paul Rudd had a large role.",large
Paul Rudd,They Came Together,2014,"In They Came Together, Paul Rudd had a large role.",large
Paul Rudd,Ant-Man,2015,"In Ant-Man, Paul Rudd had a large role.",large
Paul Rudd,The Little Prince]],2015,"In The Little Prince]], Paul Rudd had a large role.",large
Paul Rudd,Captain America: Civil War,2016,"In Captain America: Civil War, Paul Rudd had a large role.",large
Paul Rudd,Nerdland,2016,"In Nerdland, Paul Rudd had a large role.",large
Paul Rudd,Sausage Party,2016,"In Sausage Party, Paul Rudd had a large role.",large
Paul Rudd,The Fundamentals of Caring,2016,"In The Fundamentals of Caring, Paul Rudd had a large role.",large
Paul Rudd,Fun Mom Dinner,2017,"In Fun Mom Dinner, Paul Rudd had a large role.",large
Paul Rudd,Ant-Man and the Wasp,2018,"In Ant-Man and the Wasp, Paul Rudd had a large role.",large
Paul Rudd,Ideal Home,2018,"In Ideal Home, Paul Rudd had a large role.",large
Paul Rudd,Mute,2018,"In Mute, Paul Rudd had a large role.",large
Paul Rudd,The Catcher Was a Spy]],2018,"In The Catcher Was a Spy]], Paul Rudd had a large role.",large
Paul Rudd,Avengers: Endgame,2019,"In Avengers: Endgame, Paul Rudd had a large role.",large
Paul Rudd,Between Two Ferns: The Movie,2019,"In Between Two Ferns: The Movie, Paul Rudd had a large role.",large
Paul Rudd,2 Days,2020,"In 2 Days, Paul Rudd had a large role.",large
Paul Rudd,House Hunting,2020,"In House Hunting, Paul Rudd had a large role.",large
Paul Rudd,Night at the Museum,2020,"In Night at the Museum, Paul Rudd had a large role.",large
Paul Rudd,nolink=1,2020,"In nolink=1, Paul Rudd had a large role.",large
Paul Rudd,Ghostbusters: Afterlife,2021,"In Ghostbusters: Afterlife, Paul Rudd had a large role.",large
Paul Rudd,My Beautiful Stutter,2021,"In My Beautiful Stutter, Paul Rudd had a large role.",large
Paul Rudd,Chip 'n Dale: Rescue Rangers,2022,"In Chip 'n Dale: Rescue Rangers, Paul Rudd had a large role.",large
Paul Rudd,The Bob's Burgers Movie,2022,"In The Bob's Burgers Movie, Paul Rudd had a large role.",large
Paul Rudd,Ant-Man and the Wasp: Quantumania,2023,"In Ant-Man and the Wasp: Quantumania, Paul Rudd had a large role.",large
Paul Rudd,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,"In Teenage Mutant Ninja Turtles: Mutant Mayhem, Paul Rudd had a large role.",large
Paul Rudd,Friendship,2024,"In Friendship, Paul Rudd had a large role.",large
Paul Rudd,Ghostbusters: Frozen Empire,2024,"In Ghostbusters: Frozen Empire, Paul Rudd had a large role.",large
Paul Rudd,Anaconda,2025,"In Anaconda, Paul Rudd had a large role.",large
Paul Rudd,Avengers: Doomsday,2025,"In Avengers: Doomsday, Paul Rudd had a large role.",large
Paul Rudd,Death of a Unicorn,2025,"In Death of a Unicorn, Paul Rudd had a large role.",large
Paul Rudd,Power Ballad,2026,"In Power Ballad, Paul Rudd had a large role.",large
Penelope Cruz,"Jamón, jamón",1992,"In ""Jamón, jamón"", Penelope Cruz had a large role.",large
Penelope Cruz,"For Love, Only for Love",1993,"In ""For Love, Only for Love"", Penelope Cruz had a large role.",large
Penelope Cruz,Alegre ma non troppo,1994,"In Alegre ma non troppo, Penelope Cruz had a large role.",large
Penelope Cruz,El efecto mariposa,1995,"In El efecto mariposa, Penelope Cruz had a large role.",large
Penelope Cruz,Entre rojas,1995,"In Entre rojas, Penelope Cruz had a large role.",large
Penelope Cruz,La Celestina,1996,"In La Celestina, Penelope Cruz had a large role.",large
Penelope Cruz,Love Can Seriously Damage Your Health,1997,"In Love Can Seriously Damage Your Health, Penelope Cruz had a large role.",large
Penelope Cruz,Don Juan,1998,"In Don Juan, Penelope Cruz had a large role.",large
Penelope Cruz,Talk of Angels,1998,"In Talk of Angels, Penelope Cruz had a large role.",large
Penelope Cruz,The Girl of Your Dreams,1998,"In The Girl of Your Dreams, Penelope Cruz had a large role.",large
Penelope Cruz,The Hi-Lo Country,1998,"In The Hi-Lo Country, Penelope Cruz had a large role.",large
Penelope Cruz,All About My Mother,1999,"In All About My Mother, Penelope Cruz had a large role.",large
Penelope Cruz,All the Pretty Horses,2000,"In All the Pretty Horses, Penelope Cruz had a large role.",large
Penelope Cruz,Belle époque,2000,"In Belle époque, Penelope Cruz had a large role.",large
Penelope Cruz,Brujas,2000,"In Brujas, Penelope Cruz had a large role.",large
Penelope Cruz,Et hjørne af paradis,2000,"In Et hjørne af paradis, Penelope Cruz had a large role.",large
Penelope Cruz,Live Flesh,2000,"In Live Flesh, Penelope Cruz had a large role.",large
Penelope Cruz,"Not Love, Just Frenzy",2000,"In ""Not Love, Just Frenzy"", Penelope Cruz had a large role.",large
Penelope Cruz,Open Your Eyes,2000,"In Open Your Eyes, Penelope Cruz had a large role.",large
Penelope Cruz,The Greek Labyrinth,2000,"In The Greek Labyrinth, Penelope Cruz had a large role.",large
Penelope Cruz,The Man with Rain in His Shoes,2000,"In The Man with Rain in His Shoes, Penelope Cruz had a large role.",large
Penelope Cruz,Todo es mentira,2000,"In Todo es mentira, Penelope Cruz had a large role.",large
Penelope Cruz,Volavérunt,2000,"In Volavérunt, Penelope Cruz had a large role.",large
Penelope Cruz,Woman on Top,2000,"In Woman on Top, Penelope Cruz had a large role.",large
Penelope Cruz,Blow,2001,"In Blow, Penelope Cruz had a large role.",large
Penelope Cruz,Captain Corelli's Mandolin,2001,"In Captain Corelli's Mandolin, Penelope Cruz had a large role.",large
Penelope Cruz,Carmen Ramos,2001,"In Carmen Ramos, Penelope Cruz had a large role.",large
Penelope Cruz,Vanilla Sky,2001,"In Vanilla Sky, Penelope Cruz had a large role.",large
Penelope Cruz,Waking Up in Reno,2002,"In Waking Up in Reno, Penelope Cruz had a large role.",large
Penelope Cruz,Fanfan la Tulipe,2003,"In Fanfan la Tulipe, Penelope Cruz had a large role.",large
Penelope Cruz,Gothika,2003,"In Gothika, Penelope Cruz had a large role.",large
Penelope Cruz,Masked and Anonymous,2003,"In Masked and Anonymous, Penelope Cruz had a large role.",large
Penelope Cruz,Head in the Clouds,2004,"In Head in the Clouds, Penelope Cruz had a large role.",large
Penelope Cruz,Italia,2004,"In Italia, Penelope Cruz had a large role.",large
Penelope Cruz,Noel,2004,"In Noel, Penelope Cruz had a large role.",large
Penelope Cruz,Chromophobia,2005,"In Chromophobia, Penelope Cruz had a large role.",large
Penelope Cruz,Sahara,2005,"In Sahara, Penelope Cruz had a large role.",large
Penelope Cruz,Bandidas,2006,"In Bandidas, Penelope Cruz had a large role.",large
Penelope Cruz,Volver,2006,"In Volver, Penelope Cruz had a large role.",large
Penelope Cruz,Manolete,2007,"In Manolete, Penelope Cruz had a large role.",large
Penelope Cruz,The Good Night,2007,"In The Good Night, Penelope Cruz had a large role.",large
Penelope Cruz,Elegy,2008,"In Elegy, Penelope Cruz had a large role.",large
Penelope Cruz,Vicky Cristina Barcelona,2008,"In Vicky Cristina Barcelona, Penelope Cruz had a large role.",large
Penelope Cruz,Broken Embraces,2009,"In Broken Embraces, Penelope Cruz had a large role.",large
Penelope Cruz,G-Force,2009,"In G-Force, Penelope Cruz had a large role.",large
Penelope Cruz,Nine,2009,"In Nine, Penelope Cruz had a large role.",large
Penelope Cruz,Sex and the City 2,2010,"In Sex and the City 2, Penelope Cruz had a large role.",large
Penelope Cruz,Pirates of the Caribbean: On Stranger Tides,2011,"In Pirates of the Caribbean: On Stranger Tides, Penelope Cruz had a large role.",large
Penelope Cruz,To Rome with Love,2012,"In To Rome with Love, Penelope Cruz had a large role.",large
Penelope Cruz,Twice Born,2012,"In Twice Born, Penelope Cruz had a large role.",large
Penelope Cruz,Jessica,2013,"In Jessica, Penelope Cruz had a large role.",large
Penelope Cruz,The Counselor,2013,"In The Counselor, Penelope Cruz had a large role.",large
Penelope Cruz,The Boxtrolls,2014,"In The Boxtrolls, Penelope Cruz had a large role.",large
Penelope Cruz,Ma Ma,2015,"In Ma Ma, Penelope Cruz had a large role.",large
Penelope Cruz,Grimsby,2016,"In Grimsby, Penelope Cruz had a large role.",large
Penelope Cruz,The Queen of Spain,2016,"In The Queen of Spain, Penelope Cruz had a large role.",large
Penelope Cruz,Zoolander 2,2016,"In Zoolander 2, Penelope Cruz had a large role.",large
Penelope Cruz,Loving Pablo,2017,"In Loving Pablo, Penelope Cruz had a large role.",large
Penelope Cruz,Murder on the Orient Express,2017,"In Murder on the Orient Express, Penelope Cruz had a large role.",large
Penelope Cruz,Everybody Knows,2018,"In Everybody Knows, Penelope Cruz had a large role.",large
Penelope Cruz,Pain and Glory,2019,"In Pain and Glory, Penelope Cruz had a large role.",large
Penelope Cruz,Wasp Network,2019,"In Wasp Network, Penelope Cruz had a large role.",large
Penelope Cruz,Official Competition,2021,"In Official Competition, Penelope Cruz had a large role.",large
Penelope Cruz,Parallel Mothers,2021,"In Parallel Mothers, Penelope Cruz had a large role.",large
Penelope Cruz,L'immensità,2022,"In L'immensità, Penelope Cruz had a large role.",large
Penelope Cruz,On the Fringe,2022,"In On the Fringe, Penelope Cruz had a large role.",large
Penelope Cruz,The 355,2022,"In The 355, Penelope Cruz had a large role.",large
Penelope Cruz,Ferrari,2023,"In Ferrari, Penelope Cruz had a large role.",large
Penelope Cruz,Bunker,2025,"In Bunker, Penelope Cruz had a large role.",large
Penelope Cruz,Day Drinker,2025,"In Day Drinker, Penelope Cruz had a large role.",large
Penelope Cruz,La bola negra,2025,"In La bola negra, Penelope Cruz had a large role.",large
Penelope Cruz,The Bride!,2026,"In The Bride!, Penelope Cruz had a large role.",large
Penelope Cruz,The Invite,2026,"In The Invite, Penelope Cruz had a large role.",large
Rachel McAdams,My Name Is Tanino,2002,"In My Name Is Tanino, Rachel McAdams had a large role.",large
Rachel McAdams,Perfect Pie,2002,"In Perfect Pie, Rachel McAdams had a large role.",large
Rachel McAdams,The Hot Chick,2002,"In The Hot Chick, Rachel McAdams had a large role.",large
Rachel McAdams,Mean Girls,2004,"In Mean Girls, Rachel McAdams had a large role.",large
Rachel McAdams,The Notebook,2004,"In The Notebook, Rachel McAdams had a large role.",large
Rachel McAdams,Red Eye,2005,"In Red Eye, Rachel McAdams had a large role.",large
Rachel McAdams,The Family Stone,2005,"In The Family Stone, Rachel McAdams had a large role.",large
Rachel McAdams,Wedding Crashers,2005,"In Wedding Crashers, Rachel McAdams had a large role.",large
Rachel McAdams,Married Life,2007,"In Married Life, Rachel McAdams had a large role.",large
Rachel McAdams,The Lucky Ones (film),2008,"In The Lucky Ones (film), Rachel McAdams had a large role.",large
Rachel McAdams,Sherlock Holmes,2009,"In Sherlock Holmes, Rachel McAdams had a large role.",large
Rachel McAdams,State of Play,2009,"In State of Play, Rachel McAdams had a large role.",large
Rachel McAdams,Morning Glory,2010,"In Morning Glory, Rachel McAdams had a large role.",large
Rachel McAdams,Midnight in Paris,2011,"In Midnight in Paris, Rachel McAdams had a large role.",large
Rachel McAdams,Sherlock Holmes: A Game of Shadows,2011,"In Sherlock Holmes: A Game of Shadows, Rachel McAdams had a large role.",large
Rachel McAdams,Passion,2012,"In Passion, Rachel McAdams had a large role.",large
Rachel McAdams,The Vow (2012 film),2012,"In The Vow (2012 film), Rachel McAdams had a large role.",large
Rachel McAdams,To the Wonder,2012,"In To the Wonder, Rachel McAdams had a large role.",large
Rachel McAdams,About Time,2013,"In About Time, Rachel McAdams had a large role.",large
Rachel McAdams,A Most Wanted Man,2014,"In A Most Wanted Man, Rachel McAdams had a large role.",large
Rachel McAdams,Aloha,2015,"In Aloha, Rachel McAdams had a large role.",large
Rachel McAdams,Every Thing Will Be Fine,2015,"In Every Thing Will Be Fine, Rachel McAdams had a large role.",large
Rachel McAdams,Southpaw,2015,"In Southpaw, Rachel McAdams had a large role.",large
Rachel McAdams,Spotlight,2015,"In Spotlight, Rachel McAdams had a large role.",large
Rachel McAdams,The Little Prince,2015,"In The Little Prince, Rachel McAdams had a large role.",large
Rachel McAdams,Doctor Strange,2016,"In Doctor Strange, Rachel McAdams had a large role.",large
Rachel McAdams,Disobedience,2017,"In Disobedience, Rachel McAdams had a large role.",large
Rachel McAdams,Game Night,2018,"In Game Night, Rachel McAdams had a large role.",large
Rachel McAdams,Eurovision Song Contest: The Story of Fire Saga,2020,"In Eurovision Song Contest: The Story of Fire Saga, Rachel McAdams had a large role.",large
Rachel McAdams,Doctor Strange in the Multiverse of Madness,2022,"In Doctor Strange in the Multiverse of Madness, Rachel McAdams had a large role.",large
Rachel McAdams,"Are You There God? It's Me, Margaret.",2023,"In ""Are You There God? It's Me, Margaret."", Rachel McAdams had a large role.",large
Rachel McAdams,Send Help,2026,"In Send Help, Rachel McAdams had a large role.",large
Reese Witherspoon,The Man in the Moon,1991,"In The Man in the Moon, Reese Witherspoon had a large role.",large
Reese Witherspoon,A Far Off Place,1993,"In A Far Off Place, Reese Witherspoon had a large role.",large
Reese Witherspoon,Jack the Bear,1993,"In Jack the Bear, Reese Witherspoon had a large role.",large
Reese Witherspoon,S.F.W.,1994,"In S.F.W., Reese Witherspoon had a large role.",large
Reese Witherspoon,Fear,1996,"In Fear, Reese Witherspoon had a large role.",large
Reese Witherspoon,Freeway,1996,"In Freeway, Reese Witherspoon had a large role.",large
Reese Witherspoon,Overnight Delivery,1998,"In Overnight Delivery, Reese Witherspoon had a large role.",large
Reese Witherspoon,Pleasantville,1998,"In Pleasantville, Reese Witherspoon had a large role.",large
Reese Witherspoon,Twilight,1998,"In Twilight, Reese Witherspoon had a large role.",large
Reese Witherspoon,Best Laid Plans,1999,"In Best Laid Plans, Reese Witherspoon had a large role.",large
Reese Witherspoon,Cruel Intentions,1999,"In Cruel Intentions, Reese Witherspoon had a large role.",large
Reese Witherspoon,Election,1999,"In Election, Reese Witherspoon had a large role.",large
Reese Witherspoon,American Psycho,2000,"In American Psycho, Reese Witherspoon had a large role.",large
Reese Witherspoon,Little Nicky,2000,"In Little Nicky, Reese Witherspoon had a large role.",large
Reese Witherspoon,Legally Blonde,2001,"In Legally Blonde, Reese Witherspoon had a large role.",large
Reese Witherspoon,The Trumpet of the Swan,2001,"In The Trumpet of the Swan, Reese Witherspoon had a large role.",large
Reese Witherspoon,Sweet Home Alabama,2002,"In Sweet Home Alabama, Reese Witherspoon had a large role.",large
Reese Witherspoon,The Importance of Being Earnest,2002,"In The Importance of Being Earnest, Reese Witherspoon had a large role.",large
Reese Witherspoon,"Legally Blonde 2: Red, White & Blonde",2003,"In ""Legally Blonde 2: Red, White & Blonde"", Reese Witherspoon had a large role.",large
Reese Witherspoon,Vanity Fair,2004,"In Vanity Fair, Reese Witherspoon had a large role.",large
Reese Witherspoon,Just like Heaven,2005,"In Just like Heaven, Reese Witherspoon had a large role.",large
Reese Witherspoon,Walk the Line,2005,"In Walk the Line, Reese Witherspoon had a large role.",large
Reese Witherspoon,Penelope,2006,"In Penelope, Reese Witherspoon had a large role.",large
Reese Witherspoon,Rendition,2007,"In Rendition, Reese Witherspoon had a large role.",large
Reese Witherspoon,Four Christmases,2008,"In Four Christmases, Reese Witherspoon had a large role.",large
Reese Witherspoon,Legally Blondes,2009,"In Legally Blondes, Reese Witherspoon had a large role.",large
Reese Witherspoon,Monsters vs. Aliens,2009,"In Monsters vs. Aliens, Reese Witherspoon had a large role.",large
Reese Witherspoon,How Do You Know,2010,"In How Do You Know, Reese Witherspoon had a large role.",large
Reese Witherspoon,Water for Elephants,2011,"In Water for Elephants, Reese Witherspoon had a large role.",large
Reese Witherspoon,Mud,2012,"In Mud, Reese Witherspoon had a large role.",large
Reese Witherspoon,This Means War,2012,"In This Means War, Reese Witherspoon had a large role.",large
Reese Witherspoon,Gone Girl,2014,"In Gone Girl, Reese Witherspoon had a large role.",large
Reese Witherspoon,Inherent Vice,2014,"In Inherent Vice, Reese Witherspoon had a large role.",large
Reese Witherspoon,The Good Lie,2014,"In The Good Lie, Reese Witherspoon had a large role.",large
Reese Witherspoon,Wild,2014,"In Wild, Reese Witherspoon had a large role.",large
Reese Witherspoon,Hot Pursuit,2015,"In Hot Pursuit, Reese Witherspoon had a large role.",large
Reese Witherspoon,Sing,2016,"In Sing, Reese Witherspoon had a large role.",large
Reese Witherspoon,Home Again,2017,"In Home Again, Reese Witherspoon had a large role.",large
Reese Witherspoon,A Wrinkle in Time,2018,"In A Wrinkle in Time, Reese Witherspoon had a large role.",large
Reese Witherspoon,Lucy in the Sky,2019,"In Lucy in the Sky, Reese Witherspoon had a large role.",large
Reese Witherspoon,Sing 2,2021,"In Sing 2, Reese Witherspoon had a large role.",large
Reese Witherspoon,Where the Crawdads Sing,2022,"In Where the Crawdads Sing, Reese Witherspoon had a large role.",large
Reese Witherspoon,Your Place or Mine,2023,"In Your Place or Mine, Reese Witherspoon had a large role.",large
Robert De Niro,Three Rooms in Manhattan,1965,"In Three Rooms in Manhattan, Robert De Niro had a large role.",large
Robert De Niro,Greetings,1968,"In Greetings, Robert De Niro had a large role.",large
Robert De Niro,The Young Wolves,1968,"In The Young Wolves, Robert De Niro had a large role.",large
Robert De Niro,The Wedding Party]],1969,"In The Wedding Party]], Robert De Niro had a large role.",large
Robert De Niro,Bloody Mama,1970,"In Bloody Mama, Robert De Niro had a large role.",large
Robert De Niro,"Hi, Mom!",1970,"In ""Hi, Mom!"", Robert De Niro had a large role.",large
Robert De Niro,Born to Win,1971,"In Born to Win, Robert De Niro had a large role.",large
Robert De Niro,Jennifer on My Mind,1971,"In Jennifer on My Mind, Robert De Niro had a large role.",large
Robert De Niro,Bang the Drum Slowly,1973,"In Bang the Drum Slowly, Robert De Niro had a large role.",large
Robert De Niro,Mean Streets,1973,"In Mean Streets, Robert De Niro had a large role.",large
Robert De Niro,The Godfather Part II,1974,"In The Godfather Part II, Robert De Niro had a large role.",large
Robert De Niro,1900,1976,"In 1900, Robert De Niro had a large role.",large
Robert De Niro,Taxi Driver,1976,"In Taxi Driver, Robert De Niro had a large role.",large
Robert De Niro,The Last Tycoon]],1976,"In The Last Tycoon]], Robert De Niro had a large role.",large
Robert De Niro,"New York, New York",1977,"In ""New York, New York"", Robert De Niro had a large role.",large
Robert De Niro,The Deer Hunter,1978,"In The Deer Hunter, Robert De Niro had a large role.",large
Robert De Niro,Raging Bull,1980,"In Raging Bull, Robert De Niro had a large role.",large
Robert De Niro,True Confessions,1981,"In True Confessions, Robert De Niro had a large role.",large
Robert De Niro,The King of Comedy]],1982,"In The King of Comedy]], Robert De Niro had a large role.",large
Robert De Niro,Falling in Love,1984,"In Falling in Love, Robert De Niro had a large role.",large
Robert De Niro,Once Upon a Time in America,1984,"In Once Upon a Time in America, Robert De Niro had a large role.",large
Robert De Niro,Brazil,1985,"In Brazil, Robert De Niro had a large role.",large
Robert De Niro,The Mission]],1986,"In The Mission]], Robert De Niro had a large role.",large
Robert De Niro,Angel Heart,1987,"In Angel Heart, Robert De Niro had a large role.",large
Robert De Niro,The Untouchables]],1987,"In The Untouchables]], Robert De Niro had a large role.",large
Robert De Niro,Midnight Run,1988,"In Midnight Run, Robert De Niro had a large role.",large
Robert De Niro,Jacknife,1989,"In Jacknife, Robert De Niro had a large role.",large
Robert De Niro,Awakenings,1990,"In Awakenings, Robert De Niro had a large role.",large
Robert De Niro,Goodfellas,1990,"In Goodfellas, Robert De Niro had a large role.",large
Robert De Niro,Stanley & Iris,1990,"In Stanley & Iris, Robert De Niro had a large role.",large
Robert De Niro,Backdraft,1991,"In Backdraft, Robert De Niro had a large role.",large
Robert De Niro,Cape Fear,1991,"In Cape Fear, Robert De Niro had a large role.",large
Robert De Niro,Guilty by Suspicion,1991,"In Guilty by Suspicion, Robert De Niro had a large role.",large
Robert De Niro,Mistress,1992,"In Mistress, Robert De Niro had a large role.",large
Robert De Niro,Night and the City,1992,"In Night and the City, Robert De Niro had a large role.",large
Robert De Niro,A Bronx Tale,1993,"In A Bronx Tale, Robert De Niro had a large role.",large
Robert De Niro,Mad Dog and Glory,1993,"In Mad Dog and Glory, Robert De Niro had a large role.",large
Robert De Niro,Casino,1995,"In Casino, Robert De Niro had a large role.",large
Robert De Niro,Heat,1995,"In Heat, Robert De Niro had a large role.",large
Robert De Niro,One Hundred and One Nights,1995,"In One Hundred and One Nights, Robert De Niro had a large role.",large
Robert De Niro,Sleepers,1996,"In Sleepers, Robert De Niro had a large role.",large
Robert De Niro,The Fan]],1996,"In The Fan]], Robert De Niro had a large role.",large
Robert De Niro,Cop Land,1997,"In Cop Land, Robert De Niro had a large role.",large
Robert De Niro,Great Expectations,1998,"In Great Expectations, Robert De Niro had a large role.",large
Robert De Niro,Ronin,1998,"In Ronin, Robert De Niro had a large role.",large
Robert De Niro,Analyze This,1999,"In Analyze This, Robert De Niro had a large role.",large
Robert De Niro,Flawless,1999,"In Flawless, Robert De Niro had a large role.",large
Robert De Niro,Meet the Parents,2000,"In Meet the Parents, Robert De Niro had a large role.",large
Robert De Niro,Men of Honor,2000,"In Men of Honor, Robert De Niro had a large role.",large
